date,revenue
2012-08-08,7356.119999999992
2012-08-09,7192.289999999989
2012-08-10,8283.649999999987
2012-08-11,10057.889999999996
2012-08-12,9472.17999999998
2012-08-13,6857.769999999988
2012-08-14,6629.649999999986
2012-08-15,6499.999999999991
2012-08-16,6832.3099999999795
2012-08-17,7870.799999999991
2012-08-18,10938.109999999984
2012-08-19,11106.769999999984
2012-08-20,7313.57999999999
2012-08-21,6375.519999999984
2012-08-22,5693.899999999996
2012-08-23,5448.18999999999
2012-08-24,6456.8599999999915
2012-08-25,9028.39999999999
2012-08-26,9489.059999999987
2012-08-27,6256.239999999989
2012-08-28,5765.409999999994
2012-08-29,5201.70999999999
2012-08-30,5866.07999999999
2012-08-31,7211.659999999993
2012-09-01,11164.829999999976
2012-09-02,9919.719999999972
2012-09-03,9401.359999999971
2012-09-04,6784.479999999987
2012-09-05,6550.0799999999845
2012-09-06,5991.499999999989
2012-09-07,7700.299999999985
2012-09-08,8936.01999999998
2012-09-09,10942.619999999979
2012-09-10,6981.029999999999
2012-09-11,5988.279999999984
2012-09-12,5486.0099999999975
2012-09-13,6139.859999999997
2012-09-14,7157.759999999986
2012-09-15,9035.539999999983
2012-09-16,9774.359999999966
2012-09-17,5910.869999999996
2012-09-18,5604.519999999991
2012-09-19,4850.69
2012-09-20,5306.419999999998
2012-09-21,6871.999999999984
2012-09-22,8562.739999999987
2012-09-23,9020.739999999983
2012-09-24,5460.389999999994
2012-09-25,5178.439999999993
2012-09-26,4828.42
2012-09-27,4891.439999999999
2012-09-28,6510.949999999988
2012-09-29,8272.179999999982
2012-09-30,9278.509999999977
2012-10-01,7200.099999999981
2012-10-02,6785.399999999991
2012-10-03,6418.029999999994
2012-10-04,6092.409999999989
2012-10-05,6531.14999999999
2012-10-06,8935.919999999987
2012-10-07,9805.959999999985
2012-10-08,7488.079999999982
2012-10-09,6547.479999999984
2012-10-10,5709.809999999993
2012-10-11,5237.959999999993
2012-10-12,6307.199999999992
2012-10-13,7294.689999999985
2012-10-14,7965.54999999999
2012-10-15,5887.009999999993
2012-10-16,4796.679999999999
2012-10-17,4682.239999999999
2012-10-18,4633.419999999995
2012-10-19,5758.9499999999925
2012-10-20,7330.759999999981
2012-10-21,7736.089999999976
2012-10-22,5079.769999999997
2012-10-23,4608.310000000002
2012-10-24,4009.5000000000073
2012-10-25,4590.679999999996
2012-10-26,5516.799999999998
2012-10-27,7519.749999999985
2012-10-28,7534.569999999988
2012-10-29,5350.6099999999915
2012-10-30,5168.279999999998
2012-10-31,3847.720000000005
2012-11-01,5336.169999999992
2012-11-02,6142.579999999995
2012-11-03,8254.379999999988
2012-11-04,8827.239999999994
2012-11-05,6584.11999999999
2012-11-06,5315.299999999993
2012-11-07,5901.339999999993
2012-11-08,5846.189999999996
2012-11-09,7463.339999999989
2012-11-10,8992.97999999999
2012-11-11,8446.979999999978
2012-11-12,6570.539999999986
2012-11-13,5167.650000000002
2012-11-14,4572.169999999996
2012-11-15,4951.009999999998
2012-11-16,6112.429999999994
2012-11-17,8291.819999999985
2012-11-18,7713.339999999982
2012-11-19,5943.209999999983
2012-11-20,6447.619999999993
2012-11-21,6902.24999999999
2012-11-22,3505.8900000000026
2012-11-23,3727.8300000000036
2012-11-24,5088.779999999997
2012-11-25,6179.209999999994
2012-11-26,5170.939999999996
2012-11-27,4693.280000000002
2012-11-28,4022.2500000000077
2012-11-29,3886.5100000000034
2012-11-30,5306.219999999995
2012-12-01,8717.529999999975
2012-12-02,7433.049999999983
2012-12-03,6908.619999999983
2012-12-04,5163.569999999997
2012-12-05,5204.439999999997
2012-12-06,5523.069999999991
2012-12-07,6912.619999999998
2012-12-08,8315.929999999984
2012-12-09,8593.729999999981
2012-12-10,6899.91999999999
2012-12-11,5736.539999999997
2012-12-12,5101.699999999999
2012-12-13,5105.640000000002
2012-12-14,6169.569999999987
2012-12-15,7945.02999999999
2012-12-16,7646.9999999999845
2012-12-17,5761.6699999999955
2012-12-18,5850.8199999999915
2012-12-19,5107.73
2012-12-20,6096.219999999991
2012-12-21,6655.199999999991
2012-12-22,7927.279999999988
2012-12-23,7484.589999999979
2012-12-24,6283.389999999991
2012-12-25,5527.384999999995
2012-12-26,4771.379999999998
2012-12-27,5067.129999999994
2012-12-28,5796.879999999988
2012-12-29,6738.349999999986
2012-12-30,7203.179999999984
2012-12-31,7056.4699999999875
2013-01-01,4494.020000000003
2013-01-02,6103.929999999984
2013-01-03,6375.4399999999905
2013-01-04,6914.459999999984
2013-01-05,7811.859999999984
2013-01-06,8899.269999999982
2013-01-07,6771.379999999989
2013-01-08,5806.239999999995
2013-01-09,5219.589999999992
2013-01-10,5976.929999999991
2013-01-11,6900.949999999986
2013-01-12,8712.929999999991
2013-01-13,8114.4199999999855
2013-01-14,5715.359999999992
2013-01-15,5375.549999999996
2013-01-16,4790.380000000003
2013-01-17,5169.279999999994
2013-01-18,6127.2799999999925
2013-01-19,8563.729999999985
2013-01-20,7350.999999999979
2013-01-21,5946.859999999985
2013-01-22,4629.39
2013-01-23,4293.470000000003
2013-01-24,4425.3700000000035
2013-01-25,5632.659999999992
2013-01-26,8112.94999999999
2013-01-27,7740.10999999998
2013-01-28,5017.15
2013-01-29,4793.3499999999985
2013-01-30,4158.890000000002
2013-01-31,5337.11999999999
2013-02-01,7387.979999999979
2013-02-02,10935.969999999976
2013-02-03,7518.289999999976
2013-02-04,5438.849999999992
2013-02-05,5543.829999999989
2013-02-06,5719.329999999992
2013-02-07,6087.869999999988
2013-02-08,7181.579999999975
2013-02-09,9638.389999999983
2013-02-10,9892.519999999977
2013-02-11,7176.609999999993
2013-02-12,5464.779999999993
2013-02-13,6291.599999999987
2013-02-14,4847.98
2013-02-15,6852.089999999982
2013-02-16,7923.469999999987
2013-02-17,8234.199999999983
2013-02-18,6639.279999999992
2013-02-19,4876.109999999999
2013-02-20,5702.159999999994
2013-02-21,5415.529999999996
2013-02-22,6786.189999999981
2013-02-23,7979.419999999983
2013-02-24,7910.759999999972
2013-02-25,5657.339999999989
2013-02-26,4802.989999999997
2013-02-27,4736.499999999996
2013-02-28,4956.400000000001
2013-03-01,6633.259999999979
2013-03-02,9048.279999999973
2013-03-03,10123.749999999982
2013-03-04,6508.049999999991
2013-03-05,5527.33999999999
2013-03-06,5984.539999999989
2013-03-07,5460.379999999991
2013-03-08,7180.579999999983
2013-03-09,8747.659999999978
2013-03-10,8609.659999999976
2013-03-11,6662.839999999985
2013-03-12,5313.049999999993
2013-03-13,5070.049999999999
2013-03-14,5270.619999999993
2013-03-15,6932.219999999988
2013-03-16,8633.039999999985
2013-03-17,8349.589999999986
2013-03-18,5119.679999999998
2013-03-19,4825.590000000006
2013-03-20,5584.109999999999
2013-03-21,5059.679999999994
2013-03-22,6743.109999999993
2013-03-23,7955.91999999998
2013-03-24,8249.839999999984
2013-03-25,5747.909999999994
2013-03-26,5054.649999999998
2013-03-27,5058.4400000000005
2013-03-28,5836.899999999984
2013-03-29,7587.899999999986
2013-03-30,9803.01999999998
2013-03-31,7479.709999999983
2013-04-01,5360.499999999991
2013-04-02,5925.719999999993
2013-04-03,6056.699999999992
2013-04-04,6267.689999999987
2013-04-05,7109.969999999975
2013-04-06,8912.589999999976
2013-04-07,9449.199999999984
2013-04-08,6356.149999999992
2013-04-09,6054.919999999994
2013-04-10,6033.369999999996
2013-04-11,5774.099999999991
2013-04-12,6083.4099999999935
2013-04-13,7931.10999999999
2013-04-14,7927.649999999978
2013-04-15,5818.690000000002
2013-04-16,4817.130000000002
2013-04-17,5185.669999999991
2013-04-18,4900.339999999997
2013-04-19,6410.169999999986
2013-04-20,8092.819999999985
2013-04-21,8191.009999999985
2013-04-22,6066.139999999985
2013-04-23,5019.739999999999
2013-04-24,5540.259999999994
2013-04-25,5129.8799999999965
2013-04-26,6240.8699999999835
2013-04-27,7667.099999999978
2013-04-28,8541.539999999985
2013-04-29,6238.189999999996
2013-04-30,5431.99
2013-05-01,5653.509999999991
2013-05-02,6380.97999999999
2013-05-03,7843.649999999979
2013-05-04,9372.689999999977
2013-05-05,9204.289999999977
2013-05-06,7958.219999999982
2013-05-07,6488.739999999994
2013-05-08,5901.029999999994
2013-05-09,6436.439999999987
2013-05-10,7711.859999999983
2013-05-11,10015.039999999968
2013-05-12,7951.10999999999
2013-05-13,6489.169999999986
2013-05-14,5818.039999999995
2013-05-15,5863.179999999991
2013-05-16,6316.359999999987
2013-05-17,6634.629999999987
2013-05-18,7866.53999999998
2013-05-19,9814.419999999975
2013-05-20,6550.8999999999905
2013-05-21,5921.799999999997
2013-05-22,5530.030000000002
2013-05-23,5774.2599999999875
2013-05-24,7163.219999999985
2013-05-25,7811.709999999981
2013-05-26,7232.669999999984
2013-05-27,7633.149999999992
2013-05-28,5622.909999999993
2013-05-29,5083.25999999999
2013-05-30,5404.379999999992
2013-05-31,7530.779999999989
2013-06-01,9234.20999999997
2013-06-02,10083.429999999978
2013-06-03,7630.759999999979
2013-06-04,6472.229999999991
2013-06-05,6588.349999999984
2013-06-06,5141.659999999998
2013-06-07,8319.749999999965
2013-06-08,9517.339999999975
2013-06-09,10846.679999999971
2013-06-10,8165.069999999981
2013-06-11,6353.91999999999
2013-06-12,6345.7299999999905
2013-06-13,6444.909999999985
2013-06-14,8237.249999999987
2013-06-15,9189.349999999979
2013-06-16,7978.029999999982
2013-06-17,6093.279999999995
2013-06-18,5969.819999999989
2013-06-19,5249.359999999996
2013-06-20,6042.5699999999915
2013-06-21,7277.899999999988
2013-06-22,8620.61999999998
2013-06-23,9080.799999999965
2013-06-24,6499.169999999988
2013-06-25,5422.559999999996
2013-06-26,6112.409999999987
2013-06-27,6189.789999999983
2013-06-28,8508.389999999989
2013-06-29,9552.289999999975
2013-06-30,9897.269999999971
2013-07-01,8437.709999999981
2013-07-02,8593.179999999977
2013-07-03,9442.789999999977
2013-07-04,8167.629999999989
2013-07-05,8880.329999999967
2013-07-06,8208.78999999999
2013-07-07,10614.329999999973
2013-07-08,7581.199999999986
2013-07-09,7430.549999999991
2013-07-10,7382.999999999978
2013-07-11,6744.719999999994
2013-07-12,7653.219999999979
2013-07-13,8647.639999999976
2013-07-14,10258.119999999968
2013-07-15,7177.909999999987
2013-07-16,6336.539999999984
2013-07-17,6280.429999999988
2013-07-18,6622.389999999986
2013-07-19,7425.189999999983
2013-07-20,8804.059999999978
2013-07-21,9155.299999999967
2013-07-22,6658.039999999991
2013-07-23,6301.719999999991
2013-07-24,6007.479999999995
2013-07-25,5987.55999999999
2013-07-26,6667.4299999999885
2013-07-27,7354.499999999986
2013-07-28,8866.159999999967
2013-07-29,6504.569999999991
2013-07-30,6084.179999999983
2013-07-31,5848.889999999994
2013-08-01,7302.629999999974
2013-08-02,8607.569999999985
2013-08-03,10016.579999999956
2013-08-04,9279.269999999982
2013-08-05,7492.209999999988
2013-08-06,6790.349999999984
2013-08-07,7558.189999999988
2013-08-08,7360.249999999984
2013-08-09,8412.339999999984
2013-08-10,10622.279999999973
2013-08-11,10643.62999999996
2013-08-12,7694.319999999984
2013-08-13,6313.059999999992
2013-08-14,6204.529999999993
2013-08-15,6783.359999999989
2013-08-16,7778.859999999986
